2.999999924213625491e-05,1.129999995231628418e+00,0.000000000000000000e+00
-3.216288685798645020e-01,1.072073936462402344e+00,-1.983289241790771484e+00
8.755031228065490723e-01,9.846135377883911133e-01,-1.697872400283813477e+00
1.172868490219116211e+00,8.511264920234680176e-01,-2.231828927993774414e+00
1.454370260238647461e+00,7.298969626426696777e-01,-1.784585595130920410e+00
1.458634853363037109e+00,7.291586995124816895e-01,-1.750021338462829590e+00
1.347071886062622070e+00,6.981906294822692871e-01,-3.040885925292968750e+00
1.295668482780456543e+00,7.642350792884826660e-01,-2.596234083175659180e+00
1.269950270652770996e+00,7.779481410980224609e-01,-2.616317987442016602e+00
6.307391524314880371e-01,9.828336238861083984e-01,-2.828200340270996094e+00
5.927764177322387695e-01,1.011466622352600098e+00,-2.531924009323120117e+00
5.519536137580871582e-01,1.021823525428771973e+00,-2.438265562057495117e+00
-1.008484244346618652e+00,8.156490921974182129e-01,-3.651670932769775391e+00
3.252452909946441650e-01,1.009169101715087891e+00,-3.236196279525756836e+00
3.334066569805145264e-01,1.008216023445129395e+00,-3.229465484619140625e+00
-1.738333255052566528e-01,9.994494318962097168e-01,-3.521965026855468750e+00
-2.085437029600143433e-01,9.974003434181213379e-01,-3.513823509216308594e+00
4.646475017070770264e-01,9.925321340560913086e-01,-3.125174045562744141e+00
1.205301403999328613e+00,6.762548089027404785e-01,-4.006950378417968750e+00
1.491551280021667480e+00,5.435344576835632324e-01,-3.552264451980590820e+00
1.633243203163146973e+00,4.491178691387176514e-01,-3.088088750839233398e+00
2.823653444647789001e-02,9.389261007308959961e-01,-4.195512771606445312e+00
-2.641316950321197510e-01,9.304283857345581055e-01,-4.234971523284912109e+00
-5.877650976181030273e-01,8.976103663444519043e-01,-4.073364734649658203e+00
-4.353878498077392578e-01,8.927718400955200195e-01,-4.341823101043701172e+00
7.252338528633117676e-01,9.270326495170593262e-01,-3.365856409072875977e+00
6.789765954017639160e-01,9.419431090354919434e-01,-3.247058391571044922e+00
1.313627123832702637e+00,5.103052854537963867e-01,-4.570993423461914062e+00
1.729402661323547363e+00,2.885213494300842285e-01,-3.281733512878417969e+00
1.864935159683227539e+00,-3.525584936141967773e-02,-2.753089427947998047e+00
1.867861270904541016e+00,-3.735512197017669678e-01,-2.344947099685668945e+00
-1.046546816825866699e+00,6.775231957435607910e-01,-4.664336204528808594e+00
-6.456021070480346680e-01,8.222006559371948242e-01,-4.630326747894287109e+00
1.038658738136291504e+00,5.867004990577697754e-01,-5.236624240875244141e+00
-2.833138704299926758e-01,9.018499255180358887e-01,-4.507067203521728516e+00
1.902673363685607910e+00,-2.960913479328155518e-01,-2.041641235351562500e+00
1.880686879158020020e+00,-3.659971654415130615e-01,-2.183280944824218750e+00
1.846335411071777344e+00,-3.738848268985748291e-01,-2.519523382186889648e+00
-3.815127015113830566e-01,8.342986106872558594e-01,-4.940935134887695312e+00
7.660164833068847656e-01,6.348426938056945801e-01,-5.634516239166259766e+00
1.389336109161376953e+00,2.370379567146301270e-01,-5.186691761016845703e+00
1.519143700599670410e+00,2.449582219123840332e-01,-4.646241664886474609e+00
3.203019499778747559e-01,7.637364864349365234e-01,-5.527369022369384766e+00
5.682376623153686523e-01,7.415356636047363281e-01,-5.345600605010986328e+00
1.724134087562561035e+00,-3.298101574182510376e-02,-3.884556055068969727e+00
1.710430264472961426e+00,-6.914197653532028198e-02,-3.948321580886840820e+00
1.623827695846557617e+00,-7.332516312599182129e-01,-3.425642013549804688e+00
1.611726164817810059e+00,-7.970575690269470215e-01,-3.315546989440917969e+00
1.622509241104125977e+00,-9.632148742675781250e-01,-2.542829036712646484e+00
1.699447631835937500e+00,-8.327667713165283203e-01,-2.435692310333251953e+00
-1.361569285392761230e+00,3.318269252777099609e-01,-5.182527065277099609e+00
-2.833353281021118164e-01,7.221486568450927734e-01,-5.796483039855957031e+00
-3.943581283092498779e-01,7.604702115058898926e-01,-5.446907520294189453e+00
1.589944601058959961e+00,-5.282062888145446777e-01,-4.163833618164062500e+00
1.461008906364440918e+00,-9.939671158790588379e-01,-3.587560176849365234e+00
1.467668056488037109e+00,-1.025046825408935547e+00,-3.445123195648193359e+00
1.467640757560729980e+00,-1.024245381355285645e+00,-3.449795246124267578e+00
1.639404773712158203e+00,-1.000107765197753906e+00,-2.066575050354003906e+00
1.655474424362182617e+00,-9.718162417411804199e-01,-2.053428888320922852e+00
1.895093202590942383e+00,-5.932815074920654297e-01,-8.979215025901794434e-01
1.801313161849975586e+00,-7.946681380271911621e-01,-1.173068761825561523e+00
1.650425553321838379e+00,-1.077949166297912598e+00,-1.006429076194763184e+00
-1.256742238998413086e+00,1.747160851955413818e-01,-5.749276638031005859e+00
-1.240252852439880371e+00,1.539382711052894592e-02,-6.038518428802490234e+00
-8.243156075477600098e-01,6.180050969123840332e-01,-5.601060390472412109e+00
-8.212841749191284180e-01,6.394854187965393066e-01,-5.476529598236083984e+00
-6.122764348983764648e-01,6.282724142074584961e-01,-5.916778564453125000e+00
8.715837597846984863e-01,4.071998298168182373e-01,-6.347984790802001953e+00
1.500206947326660156e+00,-6.406967341899871826e-02,-5.078590393066406250e+00
1.481524705886840820e+00,-2.427888512611389160e-01,-5.061608791351318359e+00
1.382407188415527344e+00,-3.640448153018951416e-01,-5.375026702880859375e+00
2.869518399238586426e-01,6.539144515991210938e-01,-6.133153438568115234e+00
6.318876147270202637e-02,6.810635328292846680e-01,-6.147373676300048828e+00
1.329821348190307617e+00,-9.613764882087707520e-01,-4.414110660552978516e+00
1.454148411750793457e+00,-8.962603211402893066e-01,-3.950140237808227539e+00
1.533874034881591797e+00,-7.609674930572509766e-01,-3.957659721374511719e+00
1.354093432426452637e+00,-7.836790084838867188e-01,-4.774242401123046875e+00
1.529674887657165527e+00,-1.202506542205810547e+00,-1.704081416130065918e+00
1.478209495544433594e+00,-1.267724871635437012e+00,-1.631393313407897949e+00
1.998707175254821777e+00,-4.848432540893554688e-02,-4.759046062827110291e-02
1.530871987342834473e+00,-1.252031803131103516e+00,-1.040753960609436035e+00
1.547756195068359375e+00,-1.228017091751098633e+00,-1.016525268554687500e+00
-8.108342289924621582e-01,4.267987012863159180e-01,-6.420952796936035156e+00
-1.154759764671325684e+00,1.777358166873455048e-02,-6.273209571838378906e+00
-1.192980527877807617e+00,-1.215022988617420197e-02,-6.189500331878662109e+00
-3.872967958450317383e-01,5.956502556800842285e-01,-6.375227451324462891e+00
-6.002722978591918945e-01,5.417982339859008789e-01,-6.304471492767333984e+00
6.558704376220703125e-01,2.672020494937896729e-01,-7.005150318145751953e+00
7.541952133178710938e-01,3.300736844539642334e-01,-6.752574443817138672e+00
1.249874949455261230e+00,3.647033125162124634e-02,-5.982161998748779297e+00
1.264804482460021973e+00,-3.193261474370956421e-02,-5.976767063140869141e+00
1.223705530166625977e+00,-6.750900149345397949e-01,-5.486463546752929688e+00
-8.181167393922805786e-02,5.773319602012634277e-01,-6.598625659942626953e+00
1.838250011205673218e-01,6.217486262321472168e-01,-6.361419677734375000e+00
9.400151968002319336e-01,-1.116406679153442383e+00,-5.264256954193115234e+00
1.113483190536499023e+00,-1.042780399322509766e+00,-4.951240539550781250e+00
9.918769001960754395e-01,-1.254057049751281738e+00,-4.592450618743896484e+00
1.136002779006958008e+00,-1.129765868186950684e+00,-4.598608970642089844e+00
7.673398852348327637e-01,-1.788340568542480469e+00,-1.751227617263793945e+00
1.991929411888122559e+00,-1.706908494234085083e-01,-5.143066495656967163e-02
1.869283318519592285e+00,-7.068399786949157715e-01,-5.172215402126312256e-02
1.874034047126770020e+00,-6.981970667839050293e-01,-4.241826944053173065e-03
1.659689307212829590e+00,-1.082116127014160156e+00,-6.164209246635437012e-01
1.274590373039245605e+00,-1.501577377319335938e+00,-1.146406888961791992e+00
8.131545186042785645e-01,-1.803895354270935059e+00,-1.084525823593139648e+00
9.499527812004089355e-01,-1.700595498085021973e+00,-1.625458836555480957e+00
-1.107460260391235352e-01,4.656358957290649414e-01,-7.022722244262695312e+00
-9.696324169635772705e-02,4.640075266361236572e-01,-7.024715900421142578e+00
-3.374811410903930664e-01,4.319770932197570801e-01,-6.966760158538818359e+00
-3.271281123161315918e-01,4.338630437850952148e-01,-6.969412803649902344e+00
1.059043645858764648e+00,1.752203553915023804e-01,-6.369872570037841797e+00
1.064108490943908691e+00,2.202223390340805054e-01,-6.319615364074707031e+00
1.021300315856933594e+00,-9.540563821792602539e-01,-5.473429679870605469e+00
1.018175482749938965e+00,-9.619957208633422852e-01,-5.455010414123535156e+00
-1.881031990051269531e-01,5.329201221466064453e-01,-6.749310493469238281e+00
-4.580557048320770264e-01,5.446317791938781738e-01,-6.490557670593261719e+00
-4.805983304977416992e-01,5.431064963340759277e-01,-6.467768669128417969e+00
7.078591585159301758e-01,-1.284981966018676758e+00,-5.228407859802246094e+00
1.248305439949035645e+00,-1.340804815292358398e+00,-2.979945182800292969e+00
1.485939383506774902e+00,-1.319467186927795410e+00,-6.022580713033676147e-02
1.546254634857177734e+00,-1.259899973869323730e+00,-2.887275815010070801e-01
1.042528152465820312e+00,-1.696487665176391602e+00,-7.615114003419876099e-02
1.388925194740295410e+00,-1.433915138244628906e+00,-5.302343517541885376e-02
1.017262101173400879e+00,-1.693930506706237793e+00,-9.523543715476989746e-01
1.007973074913024902e+00,-1.697400450706481934e+00,-9.836157560348510742e-01
9.231925606727600098e-01,-1.758391857147216797e+00,-4.222919642925262451e-01
7.970150113105773926e-01,-1.795201182365417480e+00,-1.444096565246582031e+00
7.959095239639282227e-01,-1.793396830558776855e+00,-1.476562380790710449e+00
-7.276837825775146484e-01,-2.594891563057899475e-02,-7.169819355010986328e+00
2.509209513664245605e-01,-1.339115086011588573e-03,-7.669229507446289062e+00
2.820404767990112305e-01,-6.138513330370187759e-03,-7.641803264617919922e+00
4.898719489574432373e-01,-1.099276304244995117e+00,-6.118783473968505859e+00
5.821747779846191406e-01,-8.136650919914245605e-01,-6.688717842102050781e+00
8.223085403442382812e-01,-1.202161908149719238e+00,-5.262006282806396484e+00
7.900389432907104492e-01,-1.187723755836486816e+00,-5.418566703796386719e+00
5.030260682106018066e-01,-1.161288499832153320e+00,-5.904588222503662109e+00
6.958130002021789551e-01,-4.316453337669372559e-01,-7.040680885314941406e+00
6.900261640548706055e-01,-4.295845925807952881e-01,-7.052602767944335938e+00
6.823945045471191406e-01,-6.106883883476257324e-01,-6.828372955322265625e+00
7.952767610549926758e-01,-5.032285451889038086e-01,-6.788912773132324219e+00
1.797256022691726685e-01,-1.619199395179748535e+00,-4.482336521148681641e+00
7.234706282615661621e-01,-1.487107276916503906e+00,-4.295986175537109375e+00
3.581119477748870850e-01,-1.774857282638549805e+00,-3.250369548797607422e+00
7.445507049560546875e-01,-1.658978939056396484e+00,-3.129562854766845703e+00
6.759006977081298828e-01,-1.691241979598999023e+00,-3.073430299758911133e+00
3.344757854938507080e-01,-1.795930027961730957e+00,-3.133328437805175781e+00
1.510120153427124023e+00,-1.022835850715637207e+00,-3.081479310989379883e+00
1.509385704994201660e+00,-1.023970365524291992e+00,-3.081709861755371094e+00
6.533248424530029297e-01,-1.876427769660949707e+00,-4.966732487082481384e-02
7.378975749015808105e-01,-1.849110722541809082e+00,-3.395566344261169434e-01
7.678279876708984375e-01,-1.837122321128845215e+00,-3.248225748538970947e-01
-3.569131195545196533e-01,-2.992741577327251434e-02,-7.576278209686279297e+00
3.880887329578399658e-01,-3.329294323921203613e-01,-7.468836784362792969e+00
6.345559358596801758e-01,-3.984680771827697754e-01,-7.162932395935058594e+00
6.304053664207458496e-01,-3.960575163364410400e-01,-7.168719291687011719e+00
3.614420592784881592e-01,-6.686067581176757812e-01,-7.119542598724365234e+00
-4.062243923544883728e-02,-1.325492858886718750e+00,-5.757284641265869141e+00
-2.512953281402587891e-01,-1.399066805839538574e+00,-5.418899536132812500e+00
2.153788506984710693e-01,-1.556007146835327148e+00,-4.762767314910888672e+00
2.152898311614990234e-01,-1.705976486206054688e+00,-3.892830848693847656e+00
3.499010801315307617e-01,-1.673966526985168457e+00,-3.917433500289916992e+00
4.118500053882598877e-01,-1.675419449806213379e+00,-3.836950302124023438e+00
-7.839215546846389771e-02,-1.729637265205383301e+00,-3.762227296829223633e+00
-4.181947410106658936e-01,-1.848602771759033203e+00,-2.317361593246459961e+00
-1.514362394809722900e-01,-1.922137975692749023e+00,-1.983333945274353027e+00
1.521664112806320190e-01,-1.906113743782043457e+00,-2.064751625061035156e+00
1.024208404123783112e-02,-4.076120853424072266e-01,-7.517531871795654297e+00
1.235085353255271912e-01,-9.224592894315719604e-02,-7.644599914550781250e+00
1.850662529468536377e-01,1.727154850959777832e-01,-7.517830848693847656e+00
3.592386543750762939e-01,4.243798255920410156e-01,-7.019446372985839844e+00
2.627674341201782227e-01,4.141838252544403076e-01,-7.097857475280761719e+00
-8.621583878993988037e-02,-6.418442130088806152e-01,-7.270261764526367188e+00
-4.473395347595214844e-01,-1.302247166633605957e+00,-5.548706531524658203e+00
-2.058265209197998047e-01,-8.669619560241699219e-01,-6.896952152252197266e+00
-3.892178833484649658e-01,-1.734754323959350586e+00,-3.498902082443237305e+00
-6.152410432696342468e-02,-1.987458825111389160e+00,-6.487722992897033691e-01
-1.680411249399185181e-01,-1.978412628173828125e+00,-6.564249992370605469e-01
-6.926913261413574219e-01,-1.844195604324340820e+00,-1.135109186172485352e+00
-5.329316258430480957e-01,-1.782315015792846680e+00,-2.837878942489624023e+00
-8.865780830383300781e-01,-1.660354018211364746e+00,-2.474028110504150391e+00
6.310193240642547607e-02,-1.978531718254089355e+00,-9.775016307830810547e-01
-3.569288253784179688e-01,-4.997375309467315674e-01,-7.304800987243652344e+00
