LV_EDV,LV_ESV,LV_SV,LV_EF,LV_P_sys_peak,LV_P_EDP,RV_EDV,RV_ESV,RV_SV,RV_EF,RV_P_sys_peak,RV_P_EDP,LA_Vmax,LA_Vmin,LA_VpreA,LA_P_mean,LA_P_v_peak,LA_P_a_amp,LA_P_a_dur,LA_t_v_peak
189.74832829833164,109.13631283097672,80.61201546735492,0.42483649890507996,125.91009497867972,9.034607895203683,220.52066319154784,144.98690637314837,75.53375681839947,0.34252462207040263,19.209292644257115,11.32677444361213,108.63336446880592,65.49863241331073,88.6285971911915,10.44887386467701,12.92158860324333,0.060819243460800365,13.5,301.0
